trial_number,color,number,shape,prompt
1,yellow,3,triangle,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: yellow 3 triangle(s).
Answer with just the dimension name.
Your choice:"
2,blue,4,circle,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: blue 4 circle(s).
Answer with just the dimension name.
Your choice:"
3,green,1,circle,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: green 1 circle(s).
Answer with just the dimension name.
Your choice:"
4,yellow,2,star,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: yellow 2 star(s).
Answer with just the dimension name.
Your choice:"
5,green,2,square,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: green 2 square(s).
Answer with just the dimension name.
Your choice:"
6,green,3,star,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: green 3 star(s).
Answer with just the dimension name.
Your choice:"
7,yellow,1,triangle,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: yellow 1 triangle(s).
Answer with just the dimension name.
Your choice:"
8,red,3,star,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: red 3 star(s).
Answer with just the dimension name.
Your choice:"
9,green,4,star,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: green 4 star(s).
Answer with just the dimension name.
Your choice:"
10,green,4,star,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: green 4 star(s).
Answer with just the dimension name.
Your choice:"
11,yellow,3,triangle,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: yellow 3 triangle(s).
Answer with just the dimension name.
Your choice:"
12,yellow,2,circle,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: yellow 2 circle(s).
Answer with just the dimension name.
Your choice:"
13,blue,1,triangle,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: blue 1 triangle(s).
Answer with just the dimension name.
Your choice:"
14,green,1,circle,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: green 1 circle(s).
Answer with just the dimension name.
Your choice:"
15,green,1,square,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: green 1 square(s).
Answer with just the dimension name.
Your choice:"
16,green,1,circle,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: green 1 circle(s).
Answer with just the dimension name.
Your choice:"
17,red,1,circle,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: red 1 circle(s).
Answer with just the dimension name.
Your choice:"
18,red,2,circle,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: red 2 circle(s).
Answer with just the dimension name.
Your choice:"
19,red,3,square,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: red 3 square(s).
Answer with just the dimension name.
Your choice:"
20,red,1,circle,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: red 1 circle(s).
Answer with just the dimension name.
Your choice:"
21,yellow,3,star,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: yellow 3 star(s).
Answer with just the dimension name.
Your choice:"
22,blue,4,star,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: blue 4 star(s).
Answer with just the dimension name.
Your choice:"
23,red,4,square,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: red 4 square(s).
Answer with just the dimension name.
Your choice:"
24,blue,1,triangle,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: blue 1 triangle(s).
Answer with just the dimension name.
Your choice:"
25,yellow,3,circle,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: yellow 3 circle(s).
Answer with just the dimension name.
Your choice:"
26,blue,1,circle,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: blue 1 circle(s).
Answer with just the dimension name.
Your choice:"
27,green,1,circle,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: green 1 circle(s).
Answer with just the dimension name.
Your choice:"
28,yellow,4,circle,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: yellow 4 circle(s).
Answer with just the dimension name.
Your choice:"
29,yellow,2,star,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: yellow 2 star(s).
Answer with just the dimension name.
Your choice:"
30,green,1,square,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: green 1 square(s).
Answer with just the dimension name.
Your choice:"
31,blue,1,star,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: blue 1 star(s).
Answer with just the dimension name.
Your choice:"
32,red,2,triangle,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: red 2 triangle(s).
Answer with just the dimension name.
Your choice:"
33,yellow,1,circle,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: yellow 1 circle(s).
Answer with just the dimension name.
Your choice:"
34,green,3,triangle,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: green 3 triangle(s).
Answer with just the dimension name.
Your choice:"
35,green,1,square,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: green 1 square(s).
Answer with just the dimension name.
Your choice:"
36,green,1,triangle,"You are sorting cards. Each card has a color, shape, and number.
Sort this card by choosing one dimension: color, shape, or number.
Card: green 1 triangle(s).
Answer with just the dimension name.
Your choice:"
